fast_ema,slow_ema,rsi_period,rsi_overbought,rsi_oversold,atr_period,stop_atr,take_atr,final_capital,profit
10,90,14,70,25,14,2.0,3,929.9100000000064,-70.08999999999355
10,90,14,70,30,14,2.0,3,929.9100000000064,-70.08999999999355
15,50,14,70,30,14,2.0,4,929.2800000000046,-70.71999999999537
15,50,14,70,25,14,2.0,4,929.2800000000046,-70.71999999999537
10,40,14,70,25,14,1.5,3,928.9200000000083,-71.07999999999174
10,40,14,70,30,14,1.5,3,928.9200000000083,-71.07999999999174
10,60,14,70,30,14,2.0,4,928.8300000000037,-71.16999999999632
10,60,14,70,25,14,2.0,4,928.8300000000037,-71.16999999999632
15,40,14,75,25,14,1.5,2,928.1100000000032,-71.8899999999968
15,40,14,75,30,14,1.5,2,928.1100000000032,-71.8899999999968
10,60,14,75,30,14,1.0,2,927.5900000000113,-72.40999999998871
10,60,14,75,25,14,1.0,2,927.5900000000113,-72.40999999998871
15,20,14,70,25,14,2.0,2,927.580000000003,-72.419999999997
15,20,14,70,30,14,2.0,2,927.580000000003,-72.419999999997
15,40,14,70,30,14,1.0,4,927.2900000000047,-72.70999999999526
15,40,14,70,25,14,1.0,4,927.2900000000047,-72.70999999999526
20,50,14,70,30,14,2.0,3,927.2000000000058,-72.79999999999416
20,50,14,70,25,14,2.0,3,927.2000000000058,-72.79999999999416
5,100,14,70,25,14,1.5,4,927.1400000000092,-72.8599999999908
5,100,14,70,30,14,1.5,4,927.1400000000092,-72.8599999999908
5,90,14,70,30,14,1.5,4,926.6900000000082,-73.30999999999176
5,90,14,70,25,14,1.5,4,926.6900000000082,-73.30999999999176
10,50,14,70,25,14,1.0,3,926.6400000000103,-73.35999999998967
10,50,14,70,30,14,1.0,3,926.6400000000103,-73.35999999998967
10,40,14,70,30,14,1.5,4,926.520000000006,-73.47999999999399
10,40,14,70,25,14,1.5,4,926.520000000006,-73.47999999999399
10,80,14,75,25,14,2.0,3,926.5100000000068,-73.48999999999319
10,80,14,75,30,14,2.0,3,926.5100000000068,-73.48999999999319
5,40,14,75,25,14,2.0,4,926.2100000000063,-73.78999999999371
5,40,14,75,30,14,2.0,4,926.2100000000063,-73.78999999999371
10,90,14,70,25,14,2.0,4,925.9800000000043,-74.01999999999566
10,90,14,70,30,14,2.0,4,925.9800000000043,-74.01999999999566
10,70,14,75,30,14,2.0,3,925.2500000000085,-74.74999999999147
10,70,14,75,25,14,2.0,3,925.2500000000085,-74.74999999999147
10,30,14,75,25,14,1.5,3,924.9500000000057,-75.04999999999427
10,30,14,75,30,14,1.5,3,924.9500000000057,-75.04999999999427
15,70,14,75,25,14,1.5,3,924.4100000000143,-75.58999999998571
15,70,14,75,30,14,1.5,3,924.4100000000143,-75.58999999998571
15,60,14,75,30,14,2.0,3,924.3200000000073,-75.67999999999267
15,60,14,75,25,14,2.0,3,924.3200000000073,-75.67999999999267
10,50,14,75,30,14,1.0,3,923.970000000011,-76.02999999998895
10,50,14,75,25,14,1.0,3,923.970000000011,-76.02999999998895
5,70,14,75,30,14,1.5,2,923.6300000000057,-76.36999999999432
5,70,14,75,25,14,1.5,2,923.6300000000057,-76.36999999999432
5,30,14,75,25,14,1.0,2,923.5600000000213,-76.43999999997868
5,30,14,75,30,14,1.0,2,923.5600000000213,-76.43999999997868
20,50,14,70,25,14,2.0,4,923.2700000000037,-76.72999999999627
20,50,14,70,30,14,2.0,4,923.2700000000037,-76.72999999999627
5,60,14,75,30,14,2.0,4,923.0600000000073,-76.93999999999266
5,60,14,75,25,14,2.0,4,923.0600000000073,-76.93999999999266
15,50,14,75,25,14,2.0,3,923.0000000000078,-76.99999999999216
20,40,14,75,30,14,2.0,3,923.0000000000078,-76.99999999999216
20,40,14,75,25,14,2.0,3,923.0000000000078,-76.99999999999216
15,50,14,75,30,14,2.0,3,923.0000000000078,-76.99999999999216
20,30,14,75,25,14,1.5,2,922.7200000000049,-77.27999999999508
20,30,14,75,30,14,1.5,2,922.7200000000049,-77.27999999999508
10,60,14,75,30,14,2.0,3,922.5500000000069,-77.44999999999311
10,60,14,75,25,14,2.0,3,922.5500000000069,-77.44999999999311
10,20,14,75,30,14,1.0,3,922.5100000000166,-77.48999999998341
10,20,14,75,25,14,1.0,3,922.5100000000166,-77.48999999998341
5,80,14,75,30,14,1.0,4,922.4600000000022,-77.5399999999978
5,80,14,75,25,14,1.0,4,922.4600000000022,-77.5399999999978
10,40,14,75,30,14,2.0,3,922.360000000008,-77.63999999999203
10,40,14,75,25,14,2.0,3,922.360000000008,-77.63999999999203
10,90,14,75,30,14,1.0,2,922.1600000000118,-77.83999999998821
10,90,14,75,25,14,1.0,2,922.1600000000118,-77.83999999998821
5,40,14,75,30,14,1.5,2,922.0300000000054,-77.96999999999457
5,40,14,75,25,14,1.5,2,922.0300000000054,-77.96999999999457
10,40,14,70,30,14,1.5,2,921.990000000003,-78.00999999999704
10,40,14,70,25,14,1.5,2,921.990000000003,-78.00999999999704
20,30,14,75,25,14,1.0,4,921.9300000000034,-78.06999999999664
20,30,14,75,30,14,1.0,4,921.9300000000034,-78.06999999999664
20,50,14,75,25,14,2.0,3,921.5900000000088,-78.40999999999121
20,50,14,75,30,14,2.0,3,921.5900000000088,-78.40999999999121
10,100,14,75,25,14,1.0,2,921.4200000000111,-78.5799999999889
10,100,14,75,30,14,1.0,2,921.4200000000111,-78.5799999999889
15,30,14,75,25,14,1.5,4,920.9300000000029,-79.0699999999971
15,30,14,75,30,14,1.5,4,920.9300000000029,-79.0699999999971
10,50,14,70,25,14,1.5,3,920.8200000000082,-79.17999999999176
10,50,14,70,30,14,1.5,3,920.8200000000082,-79.17999999999176
20,60,14,75,30,14,1.0,2,920.6900000000084,-79.30999999999165
20,60,14,75,25,14,1.0,2,920.6900000000084,-79.30999999999165
5,40,14,70,30,14,1.0,3,920.2200000000126,-79.77999999998735
5,40,14,70,25,14,1.0,3,920.2200000000126,-79.77999999998735
10,100,14,70,25,14,1.0,3,920.1000000000081,-79.8999999999919
10,100,14,70,30,14,1.0,3,920.1000000000081,-79.8999999999919
5,80,14,70,30,14,1.0,3,919.8300000000094,-80.16999999999064
5,80,14,70,25,14,1.0,3,919.8300000000094,-80.16999999999064
15,40,14,75,25,14,1.0,3,919.5400000000078,-80.45999999999219
15,40,14,75,30,14,1.0,3,919.5400000000078,-80.45999999999219
10,100,14,70,25,14,1.5,4,918.9300000000054,-81.0699999999946
10,100,14,70,30,14,1.5,4,918.9300000000054,-81.0699999999946
10,50,14,70,25,14,1.5,4,918.420000000006,-81.57999999999402
10,50,14,70,30,14,1.5,4,918.420000000006,-81.57999999999402
5,80,14,75,25,14,1.0,3,918.4100000000101,-81.58999999998991
5,80,14,75,30,14,1.0,3,918.4100000000101,-81.58999999998991
5,70,14,75,30,14,2.0,3,917.9200000000071,-82.07999999999288
5,70,14,75,25,14,2.0,3,917.9200000000071,-82.07999999999288
5,80,14,70,25,14,1.0,4,917.5300000000055,-82.46999999999446
5,80,14,70,30,14,1.0,4,917.5300000000055,-82.46999999999446
5,60,14,70,30,14,2.0,4,917.4300000000059,-82.56999999999414
5,60,14,70,25,14,2.0,4,917.4300000000059,-82.56999999999414
10,20,14,70,30,14,2.0,3,917.2700000000108,-82.72999999998922
10,20,14,70,25,14,2.0,3,917.2700000000108,-82.72999999998922
5,80,14,75,30,14,2.0,3,917.2400000000063,-82.75999999999374
5,80,14,75,25,14,2.0,3,917.2400000000063,-82.75999999999374
20,30,14,70,30,14,1.0,4,917.0000000000067,-82.99999999999329
20,30,14,70,25,14,1.0,4,917.0000000000067,-82.99999999999329
20,30,14,70,30,14,1.5,3,916.7200000000075,-83.27999999999247
20,30,14,70,25,14,1.5,3,916.7200000000075,-83.27999999999247
20,30,14,75,30,14,1.0,3,916.6400000000114,-83.35999999998864
20,30,14,75,25,14,1.0,3,916.6400000000114,-83.35999999998864
15,70,14,75,30,14,2.0,3,916.6400000000089,-83.35999999999115
15,70,14,75,25,14,2.0,3,916.6400000000089,-83.35999999999115
15,70,14,70,25,14,2.0,4,916.6000000000039,-83.39999999999611
15,70,14,70,30,14,2.0,4,916.6000000000039,-83.39999999999611
15,20,14,70,30,14,1.0,2,916.5300000000118,-83.4699999999882
15,20,14,70,25,14,1.0,2,916.5300000000118,-83.4699999999882
15,40,14,75,25,14,2.0,2,916.4999999999999,-83.50000000000011
15,40,14,75,30,14,2.0,2,916.4999999999999,-83.50000000000011
15,40,14,70,25,14,1.5,3,916.390000000005,-83.60999999999501
15,40,14,70,30,14,1.5,3,916.390000000005,-83.60999999999501
15,90,14,75,30,14,2.0,2,916.2000000000005,-83.7999999999995
15,90,14,75,25,14,2.0,2,916.2000000000005,-83.7999999999995
10,30,14,70,25,14,1.0,2,915.7600000000117,-84.2399999999883
10,30,14,70,30,14,1.0,2,915.7600000000117,-84.2399999999883
10,90,14,75,25,14,2.0,3,915.5200000000074,-84.47999999999263
10,90,14,75,30,14,2.0,3,915.5200000000074,-84.47999999999263
20,70,14,75,25,14,2.0,2,915.2700000000013,-84.72999999999865
20,70,14,75,30,14,2.0,2,915.2700000000013,-84.72999999999865
15,70,14,70,25,14,2.0,3,915.1600000000063,-84.83999999999367
15,70,14,70,30,14,2.0,3,915.1600000000063,-84.83999999999367
15,40,14,70,25,14,1.0,3,915.0000000000072,-84.99999999999284
15,40,14,70,30,14,1.0,3,915.0000000000072,-84.99999999999284
20,30,14,70,30,14,1.5,4,914.3200000000053,-85.67999999999472
20,30,14,70,25,14,1.5,4,914.3200000000053,-85.67999999999472
10,50,14,75,25,14,2.0,3,914.260000000008,-85.73999999999205
10,50,14,75,30,14,2.0,3,914.260000000008,-85.73999999999205
15,20,14,70,25,14,1.5,3,914.2200000000049,-85.77999999999508
15,20,14,70,30,14,1.5,3,914.2200000000049,-85.77999999999508
10,40,14,70,25,14,2.0,3,914.1600000000064,-85.83999999999355
10,40,14,70,30,14,2.0,3,914.1600000000064,-85.83999999999355
10,100,14,70,25,14,1.5,3,914.1300000000075,-85.8699999999925
10,100,14,70,30,14,1.5,3,914.1300000000075,-85.8699999999925
20,90,14,75,30,14,2.0,2,914.0800000000191,-85.91999999998086
20,90,14,75,25,14,2.0,2,914.0800000000191,-85.91999999998086
15,40,14,70,25,14,1.5,4,913.9900000000027,-86.00999999999726
15,40,14,70,30,14,1.5,4,913.9900000000027,-86.00999999999726
20,60,14,75,25,14,2.0,3,913.9200000000079,-86.07999999999208
20,60,14,75,30,14,2.0,3,913.9200000000079,-86.07999999999208
15,80,14,75,30,14,2.0,3,913.8600000000065,-86.1399999999935
15,80,14,75,25,14,2.0,3,913.8600000000065,-86.1399999999935
5,100,14,75,25,14,2.0,2,913.5400000000033,-86.45999999999674
5,100,14,75,30,14,2.0,2,913.5400000000033,-86.45999999999674
5,100,14,70,30,14,1.5,3,913.3400000000132,-86.65999999998678
5,100,14,70,25,14,1.5,3,913.3400000000132,-86.65999999998678
20,30,14,70,25,14,1.0,3,913.3400000000106,-86.6599999999894
20,30,14,70,30,14,1.0,3,913.3400000000106,-86.6599999999894
5,90,14,75,25,14,2.0,2,913.0900000000023,-86.9099999999977
5,90,14,75,30,14,2.0,2,913.0900000000023,-86.9099999999977
5,90,14,70,30,14,1.5,3,912.8900000000123,-87.10999999998774
5,90,14,70,25,14,1.5,3,912.8900000000123,-87.10999999998774
20,30,14,75,30,14,2.0,2,912.3500000000015,-87.6499999999985
20,30,14,75,25,14,2.0,2,912.3500000000015,-87.6499999999985
10,50,14,70,25,14,1.5,2,911.7000000000056,-88.29999999999438
10,50,14,70,30,14,1.5,2,911.7000000000056,-88.29999999999438
15,60,14,75,30,14,1.5,3,911.1900000000054,-88.8099999999946
15,60,14,75,25,14,1.5,3,911.1900000000054,-88.8099999999946
5,40,14,75,30,14,1.0,3,911.1600000000103,-88.83999999998969
5,40,14,75,25,14,1.0,3,911.1600000000103,-88.83999999998969
5,60,14,75,30,14,2.0,2,910.3900000000007,-89.60999999999933
5,60,14,75,25,14,2.0,2,910.3900000000007,-89.60999999999933
15,40,14,70,30,14,1.5,2,910.2400000000039,-89.75999999999613
15,40,14,70,25,14,1.5,2,910.2400000000039,-89.75999999999613
20,90,14,75,30,14,1.5,2,910.0900000000122,-89.9099999999878
20,90,14,75,25,14,1.5,2,910.0900000000122,-89.9099999999878
10,40,14,75,25,14,1.0,3,909.3100000000077,-90.68999999999232
10,40,14,75,30,14,1.0,3,909.3100000000077,-90.68999999999232
5,80,14,70,30,14,2.0,3,909.0400000000046,-90.95999999999538
5,80,14,70,25,14,2.0,3,909.0400000000046,-90.95999999999538
5,40,14,70,25,14,1.0,4,908.6900000000098,-91.30999999999017
5,40,14,70,30,14,1.0,4,908.6900000000098,-91.30999999999017
10,50,14,70,30,14,2.0,3,907.3100000000064,-92.68999999999357
10,50,14,70,25,14,2.0,3,907.3100000000064,-92.68999999999357
10,100,14,75,30,14,1.5,3,906.9400000000139,-93.05999999998608
10,100,14,75,25,14,1.5,3,906.9400000000139,-93.05999999998608
10,100,14,75,25,14,2.0,3,905.6500000000071,-94.34999999999286
10,100,14,75,30,14,2.0,3,905.6500000000071,-94.34999999999286
15,30,14,75,30,14,2.0,2,905.4900000000032,-94.50999999999681
15,30,14,75,25,14,2.0,2,905.4900000000032,-94.50999999999681
5,70,14,70,30,14,2.0,3,905.4800000000062,-94.51999999999384
5,70,14,70,25,14,2.0,3,905.4800000000062,-94.51999999999384
20,70,14,75,25,14,1.0,2,905.3300000000044,-94.66999999999564
20,70,14,75,30,14,1.0,2,905.3300000000044,-94.66999999999564
5,80,14,70,30,14,2.0,4,905.1100000000025,-94.88999999999749
5,80,14,70,25,14,2.0,4,905.1100000000025,-94.88999999999749
15,20,14,75,25,14,1.5,3,905.0700000000037,-94.92999999999631
15,20,14,75,30,14,1.5,3,905.0700000000037,-94.92999999999631
10,40,14,70,30,14,2.0,2,905.0600000000011,-94.93999999999892
10,40,14,70,25,14,2.0,2,905.0600000000011,-94.93999999999892
5,70,14,70,25,14,2.0,4,904.9200000000039,-95.07999999999606
5,70,14,70,30,14,2.0,4,904.9200000000039,-95.07999999999606
20,30,14,70,25,14,1.5,2,904.8500000000056,-95.1499999999944
20,30,14,70,30,14,1.5,2,904.8500000000056,-95.1499999999944
10,40,14,70,30,14,1.0,3,904.770000000007,-95.22999999999297
10,40,14,70,25,14,1.0,3,904.770000000007,-95.22999999999297
10,40,14,70,30,14,2.0,4,904.2700000000044,-95.72999999999558
10,40,14,70,25,14,2.0,4,904.2700000000044,-95.72999999999558
5,20,14,75,30,14,2.0,2,903.5900000000086,-96.40999999999144
5,20,14,75,25,14,2.0,2,903.5900000000086,-96.40999999999144
20,40,14,75,30,14,1.5,3,903.5300000000057,-96.46999999999434
20,40,14,75,25,14,1.5,3,903.5300000000057,-96.46999999999434
10,60,14,75,25,14,1.5,3,903.5300000000052,-96.4699999999948
10,60,14,75,30,14,1.5,3,903.5300000000052,-96.4699999999948
15,60,14,75,25,14,1.0,2,903.2900000000136,-96.7099999999864
15,60,14,75,30,14,1.0,2,903.2900000000136,-96.7099999999864
10,80,14,75,25,14,1.5,3,903.2300000000056,-96.76999999999441
10,80,14,75,30,14,1.5,3,903.2300000000056,-96.76999999999441
20,30,14,70,30,14,2.0,3,903.2000000000056,-96.79999999999438
20,30,14,70,25,14,2.0,3,903.2000000000056,-96.79999999999438
5,30,14,70,25,14,2.0,3,903.0500000000111,-96.9499999999889
5,30,14,70,30,14,2.0,3,903.0500000000111,-96.9499999999889
15,30,14,75,30,14,1.5,2,902.9100000000058,-97.08999999999423
15,30,14,75,25,14,1.5,2,902.9100000000058,-97.08999999999423
10,20,14,70,25,14,1.0,3,902.2700000000183,-97.72999999998171
10,20,14,70,30,14,1.0,3,902.2700000000183,-97.72999999998171
20,40,14,75,25,14,1.0,2,902.2300000000142,-97.76999999998577
20,40,14,75,30,14,1.0,2,902.2300000000142,-97.76999999998577
20,90,14,75,25,14,1.5,4,901.920000000006,-98.07999999999402
20,90,14,75,30,14,1.5,4,901.920000000006,-98.07999999999402
10,70,14,75,25,14,1.5,3,901.8300000000075,-98.16999999999246
10,70,14,75,30,14,1.5,3,901.8300000000075,-98.16999999999246
10,20,14,75,25,14,2.0,2,901.8100000000102,-98.18999999998982
10,20,14,75,30,14,2.0,2,901.8100000000102,-98.18999999998982
15,40,14,70,25,14,2.0,3,901.6300000000032,-98.36999999999682
15,40,14,70,30,14,2.0,3,901.6300000000032,-98.36999999999682
5,80,14,75,25,14,1.5,2,901.0300000000075,-98.96999999999252
5,80,14,75,30,14,1.5,2,901.0300000000075,-98.96999999999252
20,90,14,75,25,14,1.5,3,900.6200000000171,-99.37999999998294
20,90,14,75,30,14,1.5,3,900.6200000000171,-99.37999999998294
10,30,14,70,25,14,1.5,2,899.600000000004,-100.399999999996
10,30,14,70,30,14,1.5,2,899.600000000004,-100.399999999996
5,30,14,75,25,14,2.0,4,899.3700000000077,-100.62999999999226
5,30,14,75,30,14,2.0,4,899.3700000000077,-100.62999999999226
15,50,14,75,30,14,1.5,3,899.3300000000067,-100.66999999999325
15,50,14,75,25,14,1.5,3,899.3300000000067,-100.66999999999325
5,70,14,70,25,14,2.0,2,899.030000000001,-100.969999999999
5,70,14,70,30,14,2.0,2,899.030000000001,-100.969999999999
10,40,14,75,30,14,1.0,2,898.9800000000079,-101.01999999999214
10,40,14,75,25,14,1.0,2,898.9800000000079,-101.01999999999214
10,50,14,70,25,14,2.0,2,898.9200000000037,-101.07999999999629
10,50,14,70,30,14,2.0,2,898.9200000000037,-101.07999999999629
5,40,14,70,25,14,2.0,2,898.1800000000009,-101.81999999999914
5,40,14,70,30,14,2.0,2,898.1800000000009,-101.81999999999914
5,70,14,70,30,14,1.5,3,898.0200000000107,-101.97999999998933
5,70,14,70,25,14,1.5,3,898.0200000000107,-101.97999999998933
5,60,14,70,30,14,1.0,4,897.67000000001,-102.32999999999004
5,60,14,70,25,14,1.0,4,897.67000000001,-102.32999999999004
10,50,14,70,30,14,2.0,4,897.4200000000044,-102.57999999999561
10,50,14,70,25,14,2.0,4,897.4200000000044,-102.57999999999561
10,40,14,75,25,14,1.0,4,897.1600000000016,-102.83999999999844
10,40,14,75,30,14,1.0,4,897.1600000000016,-102.83999999999844
5,40,14,75,30,14,1.0,4,897.1200000000082,-102.87999999999181
5,40,14,75,25,14,1.0,4,897.1200000000082,-102.87999999999181
20,90,14,75,25,14,1.0,4,896.960000000008,-103.039999999992
20,90,14,75,30,14,1.0,4,896.960000000008,-103.039999999992
5,100,14,75,30,14,1.0,4,896.9400000000046,-103.0599999999954
5,100,14,75,25,14,1.0,4,896.9400000000046,-103.0599999999954
15,30,14,70,25,14,1.0,4,896.8800000000073,-103.11999999999273
15,30,14,70,30,14,1.0,4,896.8800000000073,-103.11999999999273
5,90,14,75,30,14,1.0,4,896.4900000000036,-103.50999999999635
5,90,14,75,25,14,1.0,4,896.4900000000036,-103.50999999999635
10,100,14,70,25,14,2.0,3,896.4500000000058,-103.54999999999416
10,100,14,70,30,14,2.0,3,896.4500000000058,-103.54999999999416
15,90,14,75,30,14,2.0,3,896.2500000000057,-103.74999999999432
15,90,14,75,25,14,2.0,3,896.2500000000057,-103.74999999999432
10,20,14,70,25,14,2.0,4,896.1700000000087,-103.82999999999129
10,20,14,70,30,14,2.0,4,896.1700000000087,-103.82999999999129
10,50,14,75,25,14,1.0,2,896.1000000000113,-103.89999999998872
10,50,14,75,30,14,1.0,2,896.1000000000113,-103.89999999998872
10,100,14,70,25,14,2.0,4,896.1000000000034,-103.89999999999657
10,100,14,70,30,14,2.0,4,896.1000000000034,-103.89999999999657
5,30,14,75,30,14,1.5,2,895.9200000000131,-104.07999999998685
5,30,14,75,25,14,1.5,2,895.9200000000131,-104.07999999998685
10,90,14,75,25,14,1.5,3,895.5400000000062,-104.45999999999378
10,90,14,75,30,14,1.5,3,895.5400000000062,-104.45999999999378
15,50,14,75,25,14,1.0,2,895.4300000000151,-104.56999999998493
15,50,14,75,30,14,1.0,2,895.4300000000151,-104.56999999998493
15,30,14,75,25,14,1.0,4,895.040000000004,-104.95999999999594
15,30,14,75,30,14,1.0,4,895.040000000004,-104.95999999999594
20,80,14,75,25,14,1.5,2,894.4800000000071,-105.51999999999293
20,80,14,75,30,14,1.5,2,894.4800000000071,-105.51999999999293
5,60,14,75,30,14,1.5,4,894.1200000000091,-105.8799999999909
5,60,14,75,25,14,1.5,4,894.1200000000091,-105.8799999999909
5,70,14,70,25,14,1.5,4,894.0900000000086,-105.90999999999144
5,70,14,70,30,14,1.5,4,894.0900000000086,-105.90999999999144
5,40,14,75,25,14,2.0,3,893.9600000000073,-106.03999999999269
5,40,14,75,30,14,2.0,3,893.9600000000073,-106.03999999999269
20,80,14,75,30,14,2.0,2,893.7300000000138,-106.26999999998623
20,80,14,75,25,14,2.0,2,893.7300000000138,-106.26999999998623
5,80,14,70,25,14,2.0,2,893.5200000000003,-106.47999999999968
5,80,14,70,30,14,2.0,2,893.5200000000003,-106.47999999999968
20,30,14,70,25,14,2.0,4,893.3100000000036,-106.68999999999642
20,30,14,70,30,14,2.0,4,893.3100000000036,-106.68999999999642
5,40,14,75,25,14,1.5,4,893.0500000000083,-106.94999999999175
5,40,14,75,30,14,1.5,4,893.0500000000083,-106.94999999999175
20,30,14,75,25,14,2.0,3,892.9900000000067,-107.00999999999328
20,30,14,75,30,14,2.0,3,892.9900000000067,-107.00999999999328
15,40,14,70,30,14,2.0,4,892.9100000000012,-107.08999999999878
15,40,14,70,25,14,2.0,4,892.9100000000012,-107.08999999999878
5,100,14,70,30,14,1.0,3,892.5800000000118,-107.41999999998825
5,100,14,70,25,14,1.0,3,892.5800000000118,-107.41999999998825
5,100,14,75,30,14,2.0,3,892.5600000000088,-107.43999999999119
5,100,14,75,25,14,2.0,3,892.5600000000088,-107.43999999999119
10,40,14,70,30,14,1.0,4,892.2300000000049,-107.7699999999951
10,40,14,70,25,14,1.0,4,892.2300000000049,-107.7699999999951
5,90,14,70,30,14,1.0,3,892.1300000000108,-107.8699999999892
5,90,14,70,25,14,1.0,3,892.1300000000108,-107.8699999999892
5,90,14,75,25,14,2.0,3,892.1100000000079,-107.88999999999214
5,90,14,75,30,14,2.0,3,892.1100000000079,-107.88999999999214
5,100,14,70,25,14,1.0,4,892.010000000008,-107.98999999999205
5,100,14,70,30,14,1.0,4,892.010000000008,-107.98999999999205
20,70,14,75,30,14,2.0,3,891.9500000000065,-108.04999999999347
20,70,14,75,25,14,2.0,3,891.9500000000065,-108.04999999999347
5,90,14,70,25,14,1.0,4,891.560000000007,-108.439999999993
5,90,14,70,30,14,1.0,4,891.560000000007,-108.439999999993
5,80,14,75,30,14,1.5,3,891.4600000000081,-108.53999999999189
5,80,14,75,25,14,1.5,3,891.4600000000081,-108.53999999999189
15,40,14,75,25,14,2.0,3,891.4200000000043,-108.57999999999572
15,40,14,75,30,14,2.0,3,891.4200000000043,-108.57999999999572
5,40,14,70,25,14,1.5,4,891.3300000000066,-108.66999999999337
5,40,14,70,30,14,1.5,4,891.3300000000066,-108.66999999999337
5,30,14,75,25,14,1.0,3,891.1800000000193,-108.81999999998072
5,30,14,75,30,14,1.0,3,891.1800000000193,-108.81999999998072
5,100,14,75,25,14,1.0,3,891.1600000000125,-108.83999999998753
5,100,14,75,30,14,1.0,3,891.1600000000125,-108.83999999998753
5,90,14,75,30,14,1.0,3,890.7100000000115,-109.28999999998848
5,90,14,75,25,14,1.0,3,890.7100000000115,-109.28999999998848
5,60,14,75,30,14,1.0,4,890.6400000000081,-109.35999999999194
5,60,14,75,25,14,1.0,4,890.6400000000081,-109.35999999999194
5,30,14,70,25,14,2.0,4,889.840000000008,-110.15999999999201
5,30,14,70,30,14,2.0,4,889.840000000008,-110.15999999999201
20,70,14,75,30,14,1.5,3,889.7500000000017,-110.2499999999983
20,70,14,75,25,14,1.5,3,889.7500000000017,-110.2499999999983
10,40,14,75,30,14,1.5,3,889.5900000000044,-110.40999999999565
10,40,14,75,25,14,1.5,3,889.5900000000044,-110.40999999999565
15,90,14,75,25,14,1.5,3,889.3500000000014,-110.64999999999861
15,90,14,75,30,14,1.5,3,889.3500000000014,-110.64999999999861
15,40,14,70,30,14,2.0,2,889.09,-110.90999999999997
15,40,14,70,25,14,2.0,2,889.09,-110.90999999999997
5,60,14,75,30,14,1.5,2,888.2400000000058,-111.75999999999419
5,60,14,75,25,14,1.5,2,888.2400000000058,-111.75999999999419
15,80,14,75,25,14,1.0,2,888.1200000000107,-111.87999999998931
15,80,14,75,30,14,1.0,2,888.1200000000107,-111.87999999998931
20,30,14,70,30,14,2.0,2,887.7700000000015,-112.22999999999854
20,30,14,70,25,14,2.0,2,887.7700000000015,-112.22999999999854
15,70,14,75,25,14,1.0,2,887.7200000000158,-112.27999999998417
15,70,14,75,30,14,1.0,2,887.7200000000158,-112.27999999998417
10,20,14,75,25,14,1.0,2,887.5700000000194,-112.42999999998062
10,20,14,75,30,14,1.0,2,887.5700000000194,-112.42999999998062
20,80,14,75,30,14,1.0,4,887.5000000000038,-112.49999999999625
20,80,14,75,25,14,1.0,4,887.5000000000038,-112.49999999999625
15,30,14,70,30,14,1.0,3,887.4500000000098,-112.54999999999018
15,30,14,70,25,14,1.0,3,887.4500000000098,-112.54999999999018
5,70,14,70,25,14,1.5,2,887.3800000000059,-112.61999999999409
5,70,14,70,30,14,1.5,2,887.3800000000059,-112.61999999999409
15,30,14,70,25,14,1.5,2,885.3800000000055,-114.61999999999455
15,30,14,70,30,14,1.5,2,885.3800000000055,-114.61999999999455
15,30,14,70,30,14,1.5,3,885.2600000000081,-114.73999999999194
15,30,14,70,25,14,1.5,3,885.2600000000081,-114.73999999999194
15,30,14,75,30,14,1.0,3,885.2200000000106,-114.7799999999894
15,30,14,75,25,14,1.0,3,885.2200000000106,-114.7799999999894
5,100,14,70,30,14,2.0,3,884.3600000000072,-115.63999999999282
5,100,14,70,25,14,2.0,3,884.3600000000072,-115.63999999999282
15,20,14,70,25,14,1.5,2,884.2000000000024,-115.79999999999757
15,20,14,70,30,14,1.5,2,884.2000000000024,-115.79999999999757
15,40,14,75,25,14,1.0,2,884.130000000008,-115.86999999999205
15,40,14,75,30,14,1.0,2,884.130000000008,-115.86999999999205
5,90,14,70,25,14,2.0,3,883.9100000000062,-116.08999999999378
5,90,14,70,30,14,2.0,3,883.9100000000062,-116.08999999999378
15,30,14,70,25,14,1.5,4,882.8600000000058,-117.13999999999419
15,30,14,70,30,14,1.5,4,882.8600000000058,-117.13999999999419
5,80,14,70,30,14,1.5,2,882.0100000000081,-117.98999999999194
5,80,14,70,25,14,1.5,2,882.0100000000081,-117.98999999999194
5,50,14,75,30,14,2.0,2,881.5000000000018,-118.49999999999818
5,50,14,75,25,14,2.0,2,881.5000000000018,-118.49999999999818
5,70,14,70,30,14,1.0,3,881.2500000000097,-118.74999999999034
5,70,14,70,25,14,1.0,3,881.2500000000097,-118.74999999999034
5,100,14,75,30,14,1.5,2,880.8100000000102,-119.18999999998982
5,100,14,75,25,14,1.5,2,880.8100000000102,-119.18999999998982
20,90,14,75,30,14,1.0,3,880.6700000000142,-119.32999999998583
20,90,14,75,25,14,1.0,3,880.6700000000142,-119.32999999998583
5,100,14,70,30,14,2.0,4,880.4300000000051,-119.56999999999493
5,100,14,70,25,14,2.0,4,880.4300000000051,-119.56999999999493
5,90,14,75,30,14,1.5,2,880.310000000009,-119.68999999999096
5,90,14,75,25,14,1.5,2,880.310000000009,-119.68999999999096
5,90,14,70,25,14,2.0,4,879.9800000000041,-120.01999999999589
5,90,14,70,30,14,2.0,4,879.9800000000041,-120.01999999999589
15,30,14,75,25,14,2.0,3,878.7000000000078,-121.29999999999222
15,30,14,75,30,14,2.0,3,878.7000000000078,-121.29999999999222
